round,timestamp,fit_phase,variance,adapted_eta,avg_cosine_similarity,pseudo_gradient_norm
1,2025-07-22T14:12:17.162733,aggregation,0.00284019415646399,0.009957577818501036,-0.872224729848293,6183.537577424668
2,2025-07-22T14:49:00.364164,aggregation,0.0001218627331749097,0.009998172393078139,-0.9671170072810105,6510.286074314829
